,Consumer Staples,Industrials,Health Care,Materials,IT,Financials,Consumer Discretionary,Energy,Real Estate,Utilities,Communication Services
2006-09-15,,,,,,,,,,,
2006-09-18,-0.003492806481888544,-0.00029644523496508146,-0.001157701091093477,0.0054980718567447795,-0.0005444045775926387,-0.002352041525698789,-0.0048475782883893315,0.016462586168093374,,-0.0011052963998917642,-0.0034612781591413233
2006-09-19,0.00010729741651660518,-0.002681691012467291,-0.0030960735436547093,-0.007002088475412949,-0.005819338498417537,-0.0023459729400150398,-0.0004453661048557933,-0.009340352948894681,,-0.0024840232143259477,-0.0024060850667494416
2006-09-20,0.005113961472439366,0.0008790640553293372,0.005749506275084526,-0.0013307534052755532,0.01051855310944605,0.004644773756446341,0.004706275498127299,-0.016729440006622243,,0.0027279107146900294,0.01083404652610298
2006-09-21,-0.00550304209115593,-0.0034098394533923493,-0.004275602147302493,0.0027799263281231834,-0.00662062275947739,-0.0003939653773956664,0.0011641282204082337,0.00481546336206895,,-0.004187973404675693,0.004098597240662638
2006-09-22,-0.008634157394488029,-0.011405020801202759,-0.011339238855579747,-0.013242504314887604,-0.013935171857907824,-0.009795057263411566,-0.010492656524688115,-0.014318509333422602,,-0.011086424231431913,-0.007224713502740565
2006-09-25,0.00028870791179969046,0.007420128737922749,0.006466557282115648,-0.0017336387839762546,0.015194757271576487,0.007129227491424972,0.011807003063665444,-0.00254150127075059,,0.008448153327678343,0.010153460090724709
2006-09-26,0.009223960650848628,0.013026221614939049,0.006888505306226866,0.01822706692302911,0.010660715928959341,0.007752929142644582,0.009457049234725678,0.023775437161263957,,0.010662119920431978,0.008236036001605385
2006-09-27,0.0013941849380361138,0.006230249466895987,0.001984158478705922,0.010834887882133382,-9.787987635268003e-05,0.002525980691818752,0.003026941145854778,0.013784148229535997,,0.016105631347496985,-0.003601076532352754
2006-09-28,-0.0008805645132501372,0.00546399254445884,-0.000300994867245552,0.006425224845207023,0.005850602475464983,0.00327895257599109,0.00110607384749839,0.009811649178120385,,-0.002080912059328144,0.0015978087194703505
2006-09-29,-0.0031918821385609197,-0.0009014842748130691,0.001473734252436465,-0.0011525997111015984,-0.0023153125219254056,0.0007453871999816286,-0.0010502912171101997,-0.0015773768385790587,,-0.006078285657242333,0.006817836523852927
2006-10-02,-0.006272776151502457,-0.00015250101667341198,-0.00609196493559927,0.0024352413136816686,-0.007790063019205151,-0.003769995874776555,-0.002321262766945331,-0.010269147766602926,,0.0037496233637246412,-0.008827690276336786
2006-10-03,0.0008656967656606174,0.001258325283441053,0.003168133985003152,-0.013507048780852404,0.0003383754321144572,0.0024384913560082655,0.003380505296581182,-0.028099132752974376,,0.001356384457168236,0.005043104268559473
2006-10-04,0.011148218447418534,0.00629641383687729,0.007728686599377976,-0.004993369956431071,0.014339522594918774,0.011038312813392848,0.011348601203061026,0.008787747949102087,,0.006217593569231905,0.015280618041354277
2006-10-05,0.0010098609956039617,0.010394721903344228,0.0019212900990566162,0.0179642998568339,0.0053221452616685205,0.00699102289106035,0.008442915908018156,0.014963451580687792,,0.0006289516369295534,3.730021074610512e-05
2006-10-06,0.0013767728918165911,0.0019851426431112262,0.001996196224516966,0.0040620908920889764,0.0038640153484785777,0.004733514409043238,0.0027684530098566196,0.005159583264428669,,0.0010475938423535336,0.004065571324667561
