,S&P 500,NASDAQ 100,Euro Stoxx 50,Nikkei 225,FTSE China A50,DAX,Hang Seng,FTSE 100,EURO BUND 10Y,EURO BOBL 5Y,EURO SCHATZ 2Y,US T-Note 10Y,US T-Note 5Y,US T-Note 2Y
2007-01-19,0.031937332076073376,0.022106734991140777,0.02412213916830812,0.02451165258343354,0.01029015507280489,0.024697853147507318,0.021518563048586698,0.03840427363087339,0.06791608434381571,0.11175224264926957,0.3644045489560755,0.05030684521304693,0.06803712872408814,0.13999444639497605
2007-01-26,0.03287494756336421,0.01967837769068694,0.023558762099088384,0.023576271397867374,0.009334064465750077,0.02334677208638976,0.020208253011289756,0.03464536914671727,0.06622643803432703,0.11316867064790026,0.37586738309384843,0.04957029636805137,0.06689166312034084,0.14105273127437837
2007-02-02,0.0323347221507219,0.020616277105021313,0.023245638295506403,0.0241642785251963,0.009739323034660529,0.022849519574319493,0.01922331608989417,0.03161313445828532,0.06548781727457019,0.11080145128139948,0.37885097055747413,0.05025633611526083,0.06794287867568764,0.14287433686200232
2007-02-09,0.03264703722800053,0.020975710650589018,0.023698135411342556,0.023850847650144565,0.008872619274160564,0.022586758276634648,0.018766032484653045,0.030472692107771333,0.06660052080231046,0.10845997437958861,0.3757877442883979,0.05088118723412591,0.06952834074457268,0.14687239946770828
2007-02-16,0.030939218454722757,0.020276560683080147,0.024741733544676563,0.022902998569074014,0.0091498005704778,0.023027190198585734,0.017710058719620676,0.030066248596118658,0.06501324896425598,0.10913613676466265,0.38339347397284396,0.04969182161248076,0.06804467025852863,0.1459068390908717
2007-02-23,0.03240228246692428,0.02099676987108484,0.025378756392109805,0.023658245610308926,0.009359126487756254,0.02353272835464597,0.01845321388925657,0.03084843669965819,0.06415417983651206,0.10807247308478965,0.38035399976571216,0.049653631419983066,0.06779742245296241,0.1453387336682959
2007-03-02,0.02539485698311399,0.019946264804552683,0.02063527470718012,0.019524550335598755,0.008186148069810033,0.020609575745206634,0.016537412780686392,0.023640349826325756,0.06285079608669004,0.10595804035153478,0.3786450048239765,0.053700086644078805,0.07572654345897835,0.16864509538226707
2007-03-09,0.02387955991037149,0.017704271315176663,0.01803107639630418,0.01556657236726936,0.007504221601769728,0.017605416982229984,0.012245763645163114,0.021084406648708257,0.06510509331451285,0.10937479405025792,0.3937984876492446,0.054324505506926704,0.07532921020844921,0.16844662040361602
2007-03-16,0.023873714928672178,0.02019599104877234,0.019053597358496512,0.013240131229003659,0.007328762864988132,0.01808718211824713,0.011566672052318913,0.01901522655417221,0.06737434277695398,0.10986669375110578,0.39618432161274986,0.054502776318220654,0.07556530079320548,0.16414528659309324
2007-03-23,0.02196925470757802,0.019202078823471806,0.01853599638011157,0.01452033256060229,0.007806028525667886,0.01771741503818349,0.01158044179568769,0.01834478126277574,0.07057330113692815,0.11163201775139728,0.3849694671039489,0.0580674957310101,0.07916104511842753,0.1659203440642096
