,S&P 500,NASDAQ 100,Euro Stoxx 50,Nikkei 225,FTSE China A50,DAX,Hang Seng,FTSE 100,EURO BUND 10Y,EURO BOBL 5Y,EURO SCHATZ 2Y,US T-Note 10Y,US T-Note 5Y,US T-Note 2Y
2007-01-19,0.07142906589879046,0.07142641346586787,0.07142959139368758,0.07142811882539665,0.07142817703782929,0.07142856468221069,0.0714275095591835,0.0714284523295667,0.07143051689877976,0.07142711077369568,0.07142947537680643,0.0714293130419163,0.07142818626467097,0.0714295044515983
2007-01-26,0.07142985196313976,0.07142480019639537,0.0714304370325015,0.0714322108071096,0.07142863100633723,0.07143096177646345,0.07143020605140457,0.07143116421662078,0.07142344286608715,0.07143599696566641,0.07142668675924284,0.07142416642899994,0.07142670914768098,0.07142473478235056
2007-02-02,0.07143073493689663,0.07142799321804486,0.07142876463475542,0.07143238616655398,0.07142362467687748,0.0714303431498535,0.07142889003533513,0.0714267396921447,0.07142428248279767,0.0714317084622445,0.07142514019678034,0.07142788592365286,0.07143363035976147,0.07142787606430143
2007-02-09,0.07142887791196725,0.07142870152025145,0.07142785206621045,0.07143160519724587,0.07143014927625557,0.07142810933710816,0.07143079682820076,0.07142817435567199,0.07142414984594342,0.07142793502470196,0.07142482097934542,0.0714289354620202,0.07143319464343555,0.07142669755164216
2007-02-16,0.07142503690125152,0.07143347260533785,0.0714279958109651,0.07142743210731552,0.07142839863576092,0.07142851128274486,0.07142281981137838,0.07142871458254894,0.07142330166171021,0.07143738549335059,0.07143716384608165,0.071428704368859,0.07142982233747798,0.07142124055521722
2007-02-23,0.07143041745557405,0.07142798707908708,0.07142901010892543,0.07142862672593152,0.0714268603566778,0.07142883140513395,0.07142951282256488,0.07142939705911493,0.07142899665794702,0.07143333401959391,0.07142571019979017,0.07142865368064016,0.07142901793782476,0.07142364449119434
2007-03-02,0.07142836381330492,0.07142850027273501,0.07142852085772171,0.07142838315819217,0.07142852909187629,0.0714284655627349,0.07142873473898348,0.07142854477234281,0.07142883857263302,0.07142832939299866,0.07142902469582706,0.07142867483864784,0.07142857311337192,0.07142851711863031
2007-03-09,0.07142980070145095,0.07142628855473367,0.07142786101831206,0.0714296091817699,0.07142940085200715,0.07142796359848573,0.07143068387155022,0.07142657574690475,0.07143127628397877,0.07142590753529472,0.07142614500826219,0.0714311567070608,0.07142777725342452,0.07142955368676446
2007-03-16,0.07142884217726894,0.07143009862923781,0.07142829677374134,0.07142835620977508,0.0714273543918245,0.07142863193858562,0.0714285934101636,0.07142857178652584,0.07142975346986935,0.07142533446346007,0.07142691145198196,0.07142801284074951,0.0714332202589952,0.07142802219782107
2007-03-23,0.07142871314075026,0.07142886154945577,0.07142758578645864,0.07142869020601891,0.07142739847769959,0.0714296074014168,0.07142907157176319,0.07142858604720201,0.07142997356884434,0.07142616326002063,0.07142792314757056,0.07142885634679673,0.07142973931909997,0.07142883017690288
2007-03-30,0.07142812530249013,0.07143136034678677,0.07142754902912966,0.07143073931654008,0.07142496414736398,0.07142922166047191,0.07143055634883336,0.07143069160589015,0.07143454052197061,0.07141796328213161,0.071423769428463,0.07142875541479393,0.07143728658321048,0.07142447701192427
2007-04-06,0.07142857322016838,0.07143076140120555,0.07142957785235561,0.07142843111888643,0.07142571079703783,0.07142917696822988,0.07142847240637987,0.07142779260614832,0.07142843873272028,0.07142984396368388,0.07142894731126741,0.07142862899236596,0.07142929292892267,0.07142635170062786
2007-04-13,0.07142775087297375,0.07143121865275842,0.07142947314787991,0.07142757269384904,0.0714270093174902,0.07142899613051154,0.07142719693122596,0.07142790995449542,0.07142838999988786,0.07142996241082862,0.07142965246797679,0.07142865279359183,0.07142787689527072,0.07142833773125985
2007-04-20,0.07143127476017164,0.07143430586412887,0.07142937681846512,0.07142419071106453,0.07143843003812425,0.07143060981788997,0.07143580466528249,0.07143059200551646,0.07142634173114933,0.07141859369520558,0.07142720077761827,0.07143022373144438,0.07142463367868207,0.07141842170525689
2007-04-27,0.07142769412354755,0.07143383803405907,0.07142991557666216,0.07142712221507243,0.07143094205461127,0.07142970027184664,0.07142740822338209,0.0714279900698798,0.07142835086629935,0.07142713951408584,0.07143073436389029,0.07142877643051054,0.07142507552743689,0.0714253127287163
2007-05-04,0.07142765647910615,0.07143348997673991,0.07142889742087632,0.07142659517183461,0.0714291128245093,0.0714292177255449,0.07142846886852453,0.071428545115261,0.07142796176909329,0.07142750882183906,0.07142985437499672,0.07142855813237464,0.07142718885266448,0.07142694446663513
2007-05-11,0.07142815687982511,0.07142858611491293,0.07142894594779835,0.07142848358857752,0.07142935669010402,0.0714288480446968,0.07142819582753551,0.07142854000873614,0.07142697162893721,0.07142876931573365,0.07143075207765276,0.0714276577178639,0.07142867201016982,0.0714280641474563
2007-05-18,0.07142817735852479,0.07142904688476347,0.07142914812042749,0.07142837312377393,0.07142860307204354,0.07142888133228245,0.07142805991376869,0.07142812672619267,0.07142816358551148,0.07142786859594127,0.07142995802961488,0.07142821013577334,0.07142866188270416,0.07142872123867795
2007-05-25,0.07142605223855773,0.07143182657341632,0.07143086382725214,0.07142640648382693,0.07142751754116033,0.07142819542181464,0.07142279732478116,0.07142566535641555,0.07142966459567679,0.07143097634507883,0.07143128453263889,0.07142705679727611,0.071431424706412,0.07143026825569264
2007-06-01,0.07142791374482749,0.0714288494336881,0.0714280678875613,0.07142753699560082,0.07142632816895914,0.07142851129943009,0.07142755641570932,0.07142713196990608,0.07142987967142801,0.07142985584688831,0.07142934069693704,0.07142885485230578,0.0714297907783416,0.07143038223841676
2007-06-08,0.07142833052954926,0.07142878261107719,0.07142874687772006,0.07142815839550634,0.0714301844271886,0.07142899161332328,0.07142855978407534,0.07142872485911682,0.07142749094730239,0.07142874599696156,0.07142995991480336,0.07142718553458978,0.07142846197658331,0.07142767653220267
2007-06-15,0.07142942744506524,0.07142957735428945,0.07142948645348202,0.07142863953746763,0.07143080337921708,0.07143000193565648,0.07142893367917451,0.07142846143875388,0.0714284871314354,0.07142688039347159,0.07142909690931103,0.07142816367120614,0.07142677006979145,0.07142527060167819
2007-06-22,0.07142665937216208,0.07143425626136884,0.0714294870008034,0.07142659998753344,0.07142804513887624,0.07142722211348689,0.07142595131632162,0.07142588763808666,0.07142780741089891,0.07143818752290723,0.07143430142707025,0.07142691273236468,0.07141681616590571,0.07143186591221418
2007-06-29,0.07142897982613841,0.0714278062990742,0.071429247132581,0.07142884050500072,0.0714284062335219,0.07142763449229146,0.07142854753910924,0.07142901837919272,0.07142839701297858,0.0714283018423717,0.07142791070633854,0.07142893191568356,0.07142793223476263,0.07143004588095526
2007-07-06,0.07142665186363027,0.07143216494981394,0.07142645514341874,0.0714325330180989,0.0714251453024074,0.07142920037577985,0.07143030249188106,0.0714293337173956,0.07143004175323192,0.07143148439146786,0.07142727446758279,0.0714324317400291,0.0714229598259187,0.07142402095934372
2007-07-13,0.07142876132003195,0.07142880000793889,0.07142831481923742,0.07142801729513047,0.07142795148579748,0.07142836016732818,0.07142898434832616,0.07142814819760257,0.07142907958071605,0.07142800466700537,0.07142996958515932,0.07142911054512834,0.07142857682671615,0.07142792115388158
